FacName,CDName,FacAddress,Borough,ZipCode,Lon,Lat,FT_Decode
SAINT PATRICK CATHOLIC ACADEMY,BROOKLYN COMMUNITY DISTRICT 10,401 97 St,BK,11209,-74.03128565,40.61478036,Elementary School - Private/Parochial
VISITATION ACADEMY,BROOKLYN COMMUNITY DISTRICT 10,8902 Ridge Blvd,BK,11209,-74.0362203,40.62163815,Elementary School - Private/Parochial
XAVERIAN HIGH SCHOOL,BROOKLYN COMMUNITY DISTRICT 10,7100 Shore Rd,BK,11209,-74.03546823,40.63668806,Junior/Senior High School - Private/Parochial
HOLY ANGELS CATHOLIC ACADEMY,BROOKLYN COMMUNITY DISTRICT 10,337 74 St,BK,11209,-74.02591483,40.63213976,Elementary School - Private/Parochial
BETH JACOB HIGH SCHOOL,BROOKLYN COMMUNITY DISTRICT 12,4420 15 Ave,BK,11219,-73.98549097,40.63497164,Senior High School - Private/Parochial
BAIS ROCHEL SCHOOL OF BORO PARK,BROOKLYN COMMUNITY DISTRICT 12,5301 14 Ave,BK,11219,-73.99217489,40.63095117,K-12 School - Private/Parochial
YESHIVA IMREI PHI,BROOKLYN COMMUNITY DISTRICT 3,694 Myrtle Ave,BK,11205,-73.95532731,40.69397387,Senior High School - Private/Parochial
YESHIVA AND MESIFTA VAYOEL MOSHE,BROOKLYN COMMUNITY DISTRICT 12,5301 14 Ave,BK,11219,-73.99217489,40.63095117,Senior High School - Private/Parochial
MESIVTA SHOLOM SCHACHNA,BROOKLYN COMMUNITY DISTRICT 12,129 Elmwood Ave,BK,11230,-73.97536955,40.62729549,Senior High School - Private/Parochial
CONGREGATION MACHNA SHALVA,BROOKLYN COMMUNITY DISTRICT 12,4820 16 Ave,BK,11204,-73.98553139,40.63132656,K-12 School - Private/Parochial
TALMUD TORAH OHR MOSHE,BROOKLYN COMMUNITY DISTRICT 12,1774 58 St,BK,11204,-73.98646975,40.62322406,Junior/Senior High School - Private/Parochial
YESHIVA ADAS YOSEF ELANDA,BROOKLYN COMMUNITY DISTRICT 12,1825 59 St,BK,11204,-73.98574588,40.62233191,Pre-K Only School - Private/Parochial
YESHIVA KETANA OF BENSONHURST,BROOKLYN COMMUNITY DISTRICT 11,2025 67 St,BK,11204,-73.986068,40.6150363,K-12 School - Private/Parochial
BAIS UVI GRIEDING,BROOKLYN COMMUNITY DISTRICT 15,2728 Kings Hwy,BK,11229,-73.94709667,40.61399841,Elementary School - Private/Parochial
YESHIVA CHASDEI TORAH,BROOKLYN COMMUNITY DISTRICT 11,54 Ave O,BK,11204,-73.9832706,40.61004863,Junior/Senior High School - Private/Parochial
CONGREGATION BNOS YAAKOV,BROOKLYN COMMUNITY DISTRICT 12,4512 14 Ave,BK,11219,-73.98806329,40.63594908,Senior High School - Private/Parochial
DARKEI CHAIM,BROOKLYN COMMUNITY DISTRICT 12,1270 52 St,BK,11219,-73.99449484,40.63344906,Elementary School - Private/Parochial
MEVAKSHAI HASHEM,BROOKLYN COMMUNITY DISTRICT 12,550 Ocean Pkwy,BK,11218,-73.97306102,40.63451651,Junior/Senior High School - Private/Parochial
JEWISH CENTER FOR SPECIAL EDUCATION,BROOKLYN COMMUNITY DISTRICT 12,1760 53 St,BK,11204,-73.98401225,40.62626223,Junior/Senior High School - Private/Parochial
YESHIVA AND MESIVTA WIZNITZ OF USA,BROOKLYN COMMUNITY DISTRICT 12,1231 51 St,BK,11219,-73.9944695,40.63491204,Senior High School - Private/Parochial
EITZ CHAIM D'BORO PARK,BROOKLYN COMMUNITY DISTRICT 11,2157 80 St,BK,11214,-73.99058244,40.60578405,Elementary School - Private/Parochial
MOSDOS SATMAR BP,BROOKLYN COMMUNITY DISTRICT 12,4615 14 Ave,BK,11219,-73.98822201,40.6349198,Other School - Private/Parochial
BETH JACOB OF BORO PARK,BROOKLYN COMMUNITY DISTRICT 12,1371 46 St,BK,11219,-73.9882615,40.63571305,Elementary School - Private/Parochial
BETH JACOB SCHOOL FOR GIRLS,BROOKLYN COMMUNITY DISTRICT 14,85 Parkville Ave,BK,11230,-73.97488599,40.62946377,K-12 School - Private/Parochial
BOBOVER YESHIVA BNEI ZION-15TH AVENUE,BROOKLYN COMMUNITY DISTRICT 12,4206-10 15 Ave,BK,11219,-73.98411794,40.63626151,Junior/Senior High School - Private/Parochial
TOMER DVORA SCHOOL,BROOKLYN COMMUNITY DISTRICT 12,4500 9 Ave,BK,11220,-73.9990307,40.64256188,Elementary School - Private/Parochial
YESHIVA CHSAN SOFER,BROOKLYN COMMUNITY DISTRICT 12,1876 50 St,BK,11204,-73.98017559,40.62636593,K-12 School - Private/Parochial
WATER/WHITEHALL,MANHATTAN COMMUNITY DISTRICT 1,"Water St, Whitehall St",MN,,-74.01263752,40.70271295,Pedestrian Plaza
YESHIVA OHEL MOSHE,BROOKLYN COMMUNITY DISTRICT 11,7914 Bay Pky,BK,11214,-73.99058244,40.60578405,Elementary School - Private/Parochial
HEBREW ACADEMY FOR SPECIAL CHILDREN,BROOKLYN COMMUNITY DISTRICT 12,5902 14 Ave,BK,11219,-73.99613084,40.62809954,Special School - Private/Parochial
YESHIVA BETH HILLEL OF KRASNA,BROOKLYN COMMUNITY DISTRICT 12,1364-66 42 St,BK,11219,-73.98656048,40.63777968,Elementary School - Private/Parochial
YESHIVA SHAAREI YOSHER,BROOKLYN COMMUNITY DISTRICT 12,4102 16 Ave,BK,11204,-73.98119613,40.63544861,Senior High School - Private/Parochial
YESHIVA YAGDIL TORAH,BROOKLYN COMMUNITY DISTRICT 12,5110 18 Ave,BK,11204,-73.9826359,40.62704978,Elementary School - Private/Parochial
HEBREW INSTITUTE FOR THE DEAF,BROOKLYN COMMUNITY DISTRICT 14,1401 Ave I,BK,11230,-73.96264519,40.62772848,Pre-K Only School - Private/Parochial
BAIS YITZCHAK SCHOOL,BROOKLYN COMMUNITY DISTRICT 12,1413 45 St,BK,11219,-73.98697881,40.6358474,Elementary School - Private/Parochial
BNOS ZION OF BOBOV,BROOKLYN COMMUNITY DISTRICT 12,5000 14 Ave,BK,11219,-73.99095688,40.63309202,K-12 School - Private/Parochial
TOMER DEVORAH HIGH SCHOOL FOR GIRLS,BROOKLYN COMMUNITY DISTRICT 12,5801 16 Ave,BK,11204,-73.99055441,40.62569478,Senior High School - Private/Parochial
YESHIVA YESODE HATORAH,BROOKLYN COMMUNITY DISTRICT 12,1350 50 St,BK,11219,-73.99149726,40.63345986,Elementary School - Private/Parochial
GERER YESHIVA/MESIVTA BAIS YISROEL,BROOKLYN COMMUNITY DISTRICT 12,5407 16 Ave,BK,11204,-73.98837815,40.62791511,Senior High School - Private/Parochial
MOSDOS CHASIDEI SQ-T Y Y BORO PARK,BROOKLYN COMMUNITY DISTRICT 12,1373 43 St,BK,11219,-73.9864921,40.63737894,Junior/Senior High School - Private/Parochial
TORAH VYIRAH OF BORO PARK,BROOKLYN COMMUNITY DISTRICT 12,1348 53 St,BK,11219,-73.99334208,40.6318433,Elementary School - Private/Parochial
BAIS TZIPORAH,BROOKLYN COMMUNITY DISTRICT 12,1449 39 St,BK,11218,-73.98276256,40.63879475,K-12 School - Private/Parochial
YESHIVA MACHZIKEI HADAS,BROOKLYN COMMUNITY DISTRICT 12,1601 42 St,BK,11204,-73.98111698,40.63503962,K-12 School - Private/Parochial
BNOS YERUSHALAYIM,BROOKLYN COMMUNITY DISTRICT 12,600 Mcdonald Ave,BK,11218,-73.97924936,40.63923059,K-12 School - Private/Parochial
BAIS YAAKOV D'CHASSIDEI GUR,BROOKLYN COMMUNITY DISTRICT 12,1975 51 St,BK,11204,-73.97773365,40.62475704,Elementary School - Private/Parochial
BAIS YAAKOV OF 18TH AVENUE,BROOKLYN COMMUNITY DISTRICT 12,4419 18 Ave,BK,11204,-73.97774265,40.63016427,Elementary School - Private/Parochial
YESHIVA IMREI YOSEF SPINKA,BROOKLYN COMMUNITY DISTRICT 12,5801 15 Ave,BK,11219,-73.99284542,40.62704264,Junior/Senior High School - Private/Parochial
YESHIVA TIFERES BUNIM,BROOKLYN COMMUNITY DISTRICT 12,5202 13 Ave,BK,11219,-73.99423544,40.63339141,Elementary School - Private/Parochial
YESHIVAS NOVOMINSK-KOL YEHUDA,BROOKLYN COMMUNITY DISTRICT 12,1690 60 St,BK,11204,-73.99011888,40.62325737,Senior High School - Private/Parochial
BAIS ESTHER SCHOOL,BROOKLYN COMMUNITY DISTRICT 12,1353 50 St,BK,11219,-73.99116575,40.63381666,K-12 School - Private/Parochial
BAIS YAAKOV D'GUR HIGH SCHOOL,BROOKLYN COMMUNITY DISTRICT 12,1975 51 St,BK,11204,-73.97773365,40.62475704,Senior High School - Private/Parochial
COENTIES SLIP,MANHATTAN COMMUNITY DISTRICT 1,"Coenties Slip, Pearl Street",MN,,-74.01048811,40.70350366,Pedestrian Plaza
BNOS YAKOV OF BORO PARK,BROOKLYN COMMUNITY DISTRICT 1,638 Bedford Ave,BK,11249,-73.95915568,40.70204491,K-12 School - Private/Parochial
MACHON BAIS YAAKOV HILDA BIRN HIGH SCHOOL,BROOKLYN COMMUNITY DISTRICT 12,1681-83 42 St,BK,11204,-73.97921501,40.63381786,Senior High School - Private/Parochial
MOSDOS BNOS FRIMA,BROOKLYN COMMUNITY DISTRICT 12,1377 42 St,BK,11219,-73.98596595,40.63784274,K-12 School - Private/Parochial
YESHIVA DERECH CHAIM,BROOKLYN COMMUNITY DISTRICT 12,1573 39 St,BK,11218,-73.97977972,40.63693055,Senior High School - Private/Parochial
SINAI ACADEMIC CENTER,BROOKLYN COMMUNITY DISTRICT 11,2025 79 St,BK,11214,-73.99308513,40.60820514,Junior/Senior High School - Private/Parochial
TALMUD TORAH D'RABINU YOEL,BROOKLYN COMMUNITY DISTRICT 12,5411 Ft Hamilton Pky,BK,11219,-74.00114214,40.6356313,Elementary School - Private/Parochial
MERKAZ BNOS HIGH SCHOOL,BROOKLYN COMMUNITY DISTRICT 11,1400 W 6 St,BK,11204,-73.98061954,40.61105556,Senior High School - Private/Parochial
YESHIVA CONGREGATION TORAS YUFA,BROOKLYN COMMUNITY DISTRICT 12,1056 54 St,BK,11219,-74.00046478,40.63522782,Elementary School - Private/Parochial
TIFERES MIRIAM SCHOOL FOR GIRLS,BROOKLYN COMMUNITY DISTRICT 11,6510 17 Ave,BK,11204,-73.99296139,40.62042221,Junior/Senior High School - Private/Parochial
SHALSHELES BAIS YAAKOV,BROOKLYN COMMUNITY DISTRICT 12,4421 15 Ave,BK,11219,-73.98495421,40.63462573,K-12 School - Private/Parochial
ZICHRON YEHUDA-BAIS SIMCHA,BROOKLYN COMMUNITY DISTRICT 12,1051 59 St,BK,11219,-74.00303357,40.63277394,Elementary School - Private/Parochial
YESHIVA TIFERES SHMIEL,BROOKLYN COMMUNITY DISTRICT 12,1010 45 St,BK,11219,-73.99625621,40.6409973,Senior High School - Private/Parochial
CHEDER (THE),BROOKLYN COMMUNITY DISTRICT 12,129 Elmwood Ave,BK,11230,-73.97536955,40.62729549,Elementary School - Private/Parochial
CONGREGATION MACHNE CHAIM INC,BROOKLYN COMMUNITY DISTRICT 11,6101 16 Ave,BK,11204,-73.9924603,40.62390806,K-12 School - Private/Parochial
YESHIVA KEHILATH YAKOV,BROOKLYN COMMUNITY DISTRICT 1,638 Bedford Ave,BK,11249,-73.95915568,40.70204491,Elementary School - Private/Parochial
VIZNITZER CHAIDER TIFERES YISROEL,BROOKLYN COMMUNITY DISTRICT 12,1416 43 St,BK,11219,-73.98613556,40.63660212,Elementary School - Private/Parochial
YESHIVA SHAREI HATZLUCHA,BROOKLYN COMMUNITY DISTRICT 12,4417 15 Ave,BK,11219,-73.98495421,40.63462573,Elementary School - Private/Parochial
GAN YISROEL,BROOKLYN COMMUNITY DISTRICT 12,3909 15 Ave,BK,11218,-73.98191616,40.637543,Elementary School - Private/Parochial
YESHIVA NESIVOS CHAIM,BROOKLYN COMMUNITY DISTRICT 12,215 Ave F,BK,11218,-73.97592927,40.63358392,Senior High School - Private/Parochial
OHR TORAH,BROOKLYN COMMUNITY DISTRICT 12,4615 14 Ave,BK,11219,-73.98822201,40.6349198,Special School - Private/Parochial
OHR HALIMUD/MULTI-SENSORY LEARNING CENTER,BROOKLYN COMMUNITY DISTRICT 12,1681 42 St,BK,11204,-73.97921501,40.63381786,Special School - Private/Parochial
LUTHERAN ELEMENTARY SCHOOL OF BAY RIDGE,BROOKLYN COMMUNITY DISTRICT 10,440 Ovington Ave,BK,11209,-74.02292839,40.63292266,Elementary School - Private/Parochial
LEIF ERICSON DAY SCHOOL,BROOKLYN COMMUNITY DISTRICT 10,1037 72 St,BK,11228,-74.01108108,40.62558759,Elementary School - Private/Parochial
BROOKLYN SDA ELEMENTARY SCHOOL,BROOKLYN COMMUNITY DISTRICT 14,1260 Ocean Ave,BK,11230,-73.95789829,40.63144603,Elementary School - Private/Parochial
D & G KALOIDIS PAROCHIAL SCHOOL,BROOKLYN COMMUNITY DISTRICT 10,8502 Ridge Blvd,BK,11209,-74.03386966,40.62480361,Elementary School - Private/Parochial
BAY RIDGE CHRISTIAN ACADEMY,BROOKLYN COMMUNITY DISTRICT 10,6324 7 Ave,BK,11220,-74.0141163,40.63494424,Elementary School - Private/Parochial
GATEWAY CITY ACADEMY,BROOKLYN COMMUNITY DISTRICT 10,257 Bay Ridge Ave,BK,11220,-74.02677032,40.63619361,Elementary School - Private/Parochial
ADELPHI ACADEMY,BROOKLYN COMMUNITY DISTRICT 10,8515 Ridge Blvd,BK,11209,-74.03301211,40.6244388,K-12 School - Private/Parochial
POLYTECH PREP COUNTRY DAY SCHOOL,BROOKLYN COMMUNITY DISTRICT 10,9216 7 Ave,BK,11228,-74.02495271,40.61238296,K-12 School - Private/Parochial
GUILD FOR EXCEPTIONAL CHILDREN,BROOKLYN COMMUNITY DISTRICT 12,1273 57 St,BK,11219,-73.99685123,40.6308718,Special School - Private/Parochial
BAY RIDGE PREPARATORY SCHOOL,BROOKLYN COMMUNITY DISTRICT 10,8101 Ridge Blvd,BK,11209,-74.03204452,40.62744188,K-12 School - Private/Parochial
ST PETER CATHOLIC ACADEMY,BROOKLYN COMMUNITY DISTRICT 11,8401 23 Ave,BK,11214,-73.99028779,40.60122492,Elementary School - Private/Parochial
SAINT ATHANASIUS SCHOOL,BROOKLYN COMMUNITY DISTRICT 11,6120 Bay Pky,BK,11204,-73.97976802,40.6160976,Elementary School - Private/Parochial
BISHOP KEARNEY HIGH SCHOOL,BROOKLYN COMMUNITY DISTRICT 12,2202 60 St,BK,11204,-73.97816518,40.61604515,Senior High School - Private/Parochial
OUR LADY OF GRACE SCHOOL,BROOKLYN COMMUNITY DISTRICT 15,385 Ave W,BK,11223,-73.96839678,40.59324186,Elementary School - Private/Parochial
LUBAVITCHER SCHOOL CHABAD,BROOKLYN COMMUNITY DISTRICT 12,841 Ocean Pky,BK,11230,-73.97054915,40.62780214,Junior/Senior High School - Private/Parochial
MESIVTA YESHIVA RABBI CHAIM BERLIN,BROOKLYN COMMUNITY DISTRICT 14,1585 Coney Island Ave,BK,11230,-73.96368039,40.61877805,Senior High School - Private/Parochial
LUBAVITCHER HIGH SCHOOL,BROOKLYN COMMUNITY DISTRICT 12,841-853 Ocean Pky,BK,11230,-73.97054915,40.62780214,Senior High School - Private/Parochial
ELITE HIGH SCHOOL,BROOKLYN COMMUNITY DISTRICT 11,2115 Benson Ave,BK,11214,-73.99724513,40.6015437,Senior High School - Private/Parochial
YESHIVAT MAGEN AVRAHAM,BROOKLYN COMMUNITY DISTRICT 13,723 Ave Z,BK,11223,-73.96740254,40.58677758,Senior High School - Private/Parochial
MAZEL DAY SCHOOL (F.R.E.E.),BROOKLYN COMMUNITY DISTRICT 13,2901 Brighton 6 St,BK,11235,-73.96247326,40.58111903,Elementary School - Private/Parochial
BNOT CHAYA ACADEMY,BROOKLYN COMMUNITY DISTRICT 15,2020 Coney Island Ave,BK,11223,-73.96236449,40.60804548,Senior High School - Private/Parochial
ZVI DOV ROTH ACADEMY OF YESHIVA RAMBAM,BROOKLYN COMMUNITY DISTRICT 18,3300 Kings Hwy,BK,11234,-73.94185207,40.61856596,K-12 School - Private/Parochial
BAIS YAAKOV OZ VEHODAR,BROOKLYN COMMUNITY DISTRICT 14,1430 Locust Ave,BK,11230,-73.96041332,40.61877971,Senior High School - Private/Parochial
YESHIVAT DARCHE ERES INC,BROOKLYN COMMUNITY DISTRICT 12,1012 Ave I,BK,11230,-73.96594914,40.62692802,Junior/Senior High School - Private/Parochial
CONGREGATION BNOS CHAYA,BROOKLYN COMMUNITY DISTRICT 12,1639 43 St,BK,11204,-73.98080745,40.63394166,Elementary School - Private/Parochial
YESHIVA TORAH TEMIMAH,BROOKLYN COMMUNITY DISTRICT 12,555 Ocean Pky,BK,11218,-73.97184671,40.63480991,K-12 School - Private/Parochial
MAGEN DAVID YESH-ISAAC SHLM E,BROOKLYN COMMUNITY DISTRICT 11,2130 Mcdonald Ave,BK,11223,-73.97313941,40.60086537,Elementary School - Private/Parochial
SHULAMITH SCHOOL FOR GIRLS OF BROOKLYN,BROOKLYN COMMUNITY DISTRICT 14,1277 E 14 St,BK,11230,-73.96041332,40.61877971,Elementary School - Private/Parochial
YESHIVA OF BROOKLYN,BROOKLYN COMMUNITY DISTRICT 12,1470-74 Ocean Pky,BK,11230,-73.96896018,40.61283986,K-12 School - Private/Parochial
YESHIVA KARLIN STOLIN,BROOKLYN COMMUNITY DISTRICT 12,1818 54 St,BK,11204,-73.9832669,40.62484032,K-12 School - Private/Parochial
YESHIVA RABBI CHAIM BERLIN,BROOKLYN COMMUNITY DISTRICT 14,1310 Ave I,BK,11230,-73.96340565,40.62714408,Elementary School - Private/Parochial
AHI EZER YESHIVA,BROOKLYN COMMUNITY DISTRICT 15,2433 Ocean Pky,BK,11235,-73.96467525,40.59025443,Elementary School - Private/Parochial
BNOS ISRAEL OF EAST FLATBUSH,BROOKLYN COMMUNITY DISTRICT 15,1629 E 15 St,BK,11229,-73.95820737,40.60964426,Elementary School - Private/Parochial
YESHIVAH OF FLATBUSH ELEMENTARY SCHOOL,BROOKLYN COMMUNITY DISTRICT 12,919 E 10 St,BK,11230,-73.96628434,40.62658502,Elementary School - Private/Parochial
BAIS YAAKOV ACADEMY,BROOKLYN COMMUNITY DISTRICT 14,1213 Elm Ave,BK,11230,-73.96211792,40.6173228,K-12 School - Private/Parochial
SHULAMITH  OF BROOKLYN,BROOKLYN COMMUNITY DISTRICT 14,1277 E 14 St,BK,11230,-73.96041332,40.61877971,Senior High School - Private/Parochial
ATERET TORAH CENTER,BROOKLYN COMMUNITY DISTRICT 15,901 Quentin Rd,BK,11223,-73.9634594,40.60793604,K-12 School - Private/Parochial
SHAARE TORAH SCHOOL,BROOKLYN COMMUNITY DISTRICT 12,1680 Coney Island Ave,BK,11230,-73.96394827,40.61631605,Junior/Senior High School - Private/Parochial
YESHIVA IMREI CHAIM VIZNITZ,BROOKLYN COMMUNITY DISTRICT 12,1824 53 St,BK,11204,-73.98268316,40.62539743,Elementary School - Private/Parochial
MAGEN DAVID YESHIVAH HIGH SCHOOL,BROOKLYN COMMUNITY DISTRICT 11,7801 Bay Pky,BK,11214,-73.98899419,40.60608309,Senior High School - Private/Parochial
BET YAAKOV ATERET TORAH,BROOKLYN COMMUNITY DISTRICT 15,2166 Coney Island Ave,BK,11223,-73.96219387,40.60405449,Elementary School - Private/Parochial
CONGREGATION OHR SHRAGA D'VERETZKY,BROOKLYN COMMUNITY DISTRICT 14,1102 Ave L,BK,11230,-73.96385999,40.61970859,K-12 School - Private/Parochial
BET YAKOV ATERET TORAH HIGH SCHOOL,BROOKLYN COMMUNITY DISTRICT 15,2166 Coney Island Ave,BK,11223,-73.96219387,40.60405449,Senior High School - Private/Parochial
GESHER YEHUDA,BROOKLYN COMMUNITY DISTRICT 11,49 Ave T,BK,11223,-73.98315108,40.59842989,Junior/Senior High School - Private/Parochial
TORAH ACADEMY HIGH SCHOOL,BROOKLYN COMMUNITY DISTRICT 15,2066 E 9 St,BK,11223,-73.96251372,40.59882575,Senior High School - Private/Parochial
BIG APPLE INSTITUTE INC,BROOKLYN COMMUNITY DISTRICT 15,2937 86 St,BK,11223,-73.97482853,40.59077587,Elementary School - Private/Parochial
YESHIVAT OR HATORAH,BROOKLYN COMMUNITY DISTRICT 15,2119 Homecrest Ave,BK,11229,-73.95879799,40.59802849,Junior/Senior High School - Private/Parochial
BET YAAKOV OHR SARAH,BROOKLYN COMMUNITY DISTRICT 14,1123 Ave N,BK,11230,-73.96268448,40.6154428,K-12 School - Private/Parochial
AHABA VE AHVA CONG AND YESHIVA,BROOKLYN COMMUNITY DISTRICT 15,2001 E 7 St,BK,11223,-73.96449631,40.60175508,Junior/Senior High School - Private/Parochial
MESIVTA & YESHIVA GEDOLAH OF MNHTTN BCH,BROOKLYN COMMUNITY DISTRICT 15,59 W End Ave,BK,11235,-73.95320738,40.58025651,Senior High School - Private/Parochial
BARKAI YESHIVA,BROOKLYN COMMUNITY DISTRICT 12,5302 21 Ave,BK,11204,-73.97699612,40.62196544,Elementary School - Private/Parochial
IVDU SCHOOL,BROOKLYN COMMUNITY DISTRICT 1,11 Broadway,BK,11249,-73.9678827,40.71132498,Elementary School - Private/Parochial
B'NOT RACHEL HIGH SCHOOL FOR GIRLS,BROOKLYN COMMUNITY DISTRICT 15,1950 E 7 St,BK,11223,-73.96538153,40.60302619,Senior High School - Private/Parochial
IMAGINE ACADEMY,BROOKLYN COMMUNITY DISTRICT 14,1458 E 14 St,BK,11230,-73.96050262,40.61396537,Junior High School - Private/Parochial
REACH FOR THE STARS LEARNING CENTER,BROOKLYN COMMUNITY DISTRICT 14,1523 Ave M,BK,11230,-73.95935093,40.61841703,Elementary School - Private/Parochial
BECEC INC,BROOKLYN COMMUNITY DISTRICT 15,1981 Homecrest Ave,BK,11229,-73.9594118,40.60124836,Pre-K Only School - Private/Parochial
BUTTERFLY,BROOKLYN COMMUNITY DISTRICT 15,2770 E 16 St,BK,11235,-73.95296706,40.58411561,Other School - Private/Parochial
WINDMILL MONTESSORI SCHOOL,BROOKLYN COMMUNITY DISTRICT 15,1317 Ave T,BK,11229,-73.95802179,40.60120669,Elementary School - Private/Parochial
BROOKLYN AMITY SCHOOL,BROOKLYN COMMUNITY DISTRICT 15,3867 Shore Pkwy,BK,11235,-73.93209023,40.58696799,K-12 School - Private/Parochial
MIDWOOD CATHOLIC ACADEMY,BROOKLYN COMMUNITY DISTRICT 18,1501 Hendrickson St,BK,11234,-73.93526566,40.62047831,Elementary School - Private/Parochial
SAINT BERNARD SCHOOL,BROOKLYN COMMUNITY DISTRICT 18,2030 E 69 St,BK,11234,-73.91007711,40.61949245,Elementary School - Private/Parochial
SAINT EDMUND PREPARATORY HIGH SCHOOL,BROOKLYN COMMUNITY DISTRICT 15,2474 Ocean Ave,BK,11229,-73.95208737,40.60089969,Senior High School - Private/Parochial
SAINT EDMUND ELEMENTARY SCHOOL,BROOKLYN COMMUNITY DISTRICT 15,1902 Ave T,BK,11229,-73.95208737,40.60089969,Elementary School - Private/Parochial
GOOD SHEPHERD SCHOOL,BROOKLYN COMMUNITY DISTRICT 15,1943 Brown St,BK,11229,-73.94024386,40.60436631,Elementary School - Private/Parochial
SAINT JEROME CATHOLIC ACADEMY,BROOKLYN COMMUNITY DISTRICT 17,465 E 29 St,BK,11226,-73.94898656,40.63895765,Elementary School - Private/Parochial
SAINT MARK SCHOOL,BROOKLYN COMMUNITY DISTRICT 15,2602 E 19 St,BK,11235,-73.95096253,40.58795749,Elementary School - Private/Parochial
MARY QUEEN OF HEAVEN SCHOOL,BROOKLYN COMMUNITY DISTRICT 18,1326 E 57 St,BK,11234,-73.92073369,40.6212103,Elementary School - Private/Parochial
YESHIVA OF FLATBUSH-JOEL BRAVERMAN HIGH SCHOOL,BROOKLYN COMMUNITY DISTRICT 14,1609 Ave J,BK,11230,-73.95984713,40.62587755,Senior High School - Private/Parochial
EAST MIDWOOD HEBREW DAY SCHOOL,BROOKLYN COMMUNITY DISTRICT 14,1256 E 21 St,BK,11210,-73.95500777,40.62242555,Elementary School - Private/Parochial
YESHIVAT SHAARE TORAH HIGH SCHOOL FOR GIRLS,BROOKLYN COMMUNITY DISTRICT 14,1768 Ocean Ave,BK,11230,-73.95546395,40.61897553,Senior High School - Private/Parochial
MASORES BAIS YAAKOV HIGH SCHOOL,BROOKLYN COMMUNITY DISTRICT 14,1395 Ocean Ave,BK,11230,-73.95651684,40.62837958,Senior High School - Private/Parochial
KOLLEL ZICHRON YOSEF,BROOKLYN COMMUNITY DISTRICT 14,1524 E 17 St,BK,11230,-73.95744189,40.61269344,Elementary School - Private/Parochial
YESHIVAT LEV TORAH,BROOKLYN COMMUNITY DISTRICT 18,3300 Kings Hwy,BK,11234,-73.94185207,40.61856596,Elementary School - Private/Parochial
SARAH DABAH SCHOOL,BROOKLYN COMMUNITY DISTRICT 15,2221 Ave R,BK,11229,-73.95018149,40.60694292,Elementary School - Private/Parochial
YESHIVAT OHEL TORAH,BROOKLYN COMMUNITY DISTRICT 15,2600 Ocean Ave,BK,11229,-73.95148095,40.59792133,K-12 School - Private/Parochial
EZRA HATZVY ACADEMY,BROOKLYN COMMUNITY DISTRICT 18,2555 Nostrand Ave,BK,11210,-73.94571755,40.62241056,Special School - Private/Parochial
BAIS YAAKOV OF MIDWOOD,BROOKLYN COMMUNITY DISTRICT 18,1192 E 31 St,BK,11210,-73.94530341,40.6222594,Elementary School - Private/Parochial
YESHIVA BAIS CHAYA ESTHER,BROOKLYN COMMUNITY DISTRICT 15,1305 Ave R,BK,11229,-73.95938378,40.60586235,Elementary School - Private/Parochial
CONGREGATION DERECH EMUNAH VIENER,BROOKLYN COMMUNITY DISTRICT 14,2305 Olean St,BK,11210,-73.95116926,40.61544398,Elementary School - Private/Parochial
YESHIVAT MEKOR HAIM,BROOKLYN COMMUNITY DISTRICT 15,2710 Ave X,BK,11235,-73.94316314,40.59327057,Elementary School - Private/Parochial
YESHIVA OHR YISRAEL,BROOKLYN COMMUNITY DISTRICT 18,2940 Ave P,BK,11229,-73.94367604,40.61271497,Other School - Private/Parochial
MESIVTA MEOR HATORAH,BROOKLYN COMMUNITY DISTRICT 12,1069 38 St,BK,11219,-73.99025989,40.64435656,Other School - Private/Parochial
CROWN HEIGHTS YESHIVAH,BROOKLYN COMMUNITY DISTRICT 18,6363 Ave U,BK,11234,-73.91294477,40.61643421,Elementary School - Private/Parochial
PROSPECT PARK BNOS LEAH HIGH SCHOOL,BROOKLYN COMMUNITY DISTRICT 15,1601 Ave R,BK,11229,-73.95641601,40.60624828,Senior High School - Private/Parochial
JOSEPH S GRUSS YESHIVA HIGH SCHOOL,BROOKLYN COMMUNITY DISTRICT 14,1904 Ave N,BK,11230,-73.95543727,40.61577234,Senior High School - Private/Parochial
MIRRER YESHIVA HIGH SCHOOL,BROOKLYN COMMUNITY DISTRICT 15,1795 Ocean Pky,BK,11223,-73.96602147,40.60513713,Senior High School - Private/Parochial
TORAH VODAATH HIGH SCHOOL,BROOKLYN COMMUNITY DISTRICT 12,425 E 9 St,BK,11218,-73.96936273,40.63822653,Senior High School - Private/Parochial
YESHIVA OF KINGS BAY,BROOKLYN COMMUNITY DISTRICT 15,2611 Ave Z,BK,11235,-73.94319519,40.58946355,Elementary School - Private/Parochial
YESHIVA TORAH VODAATH,BROOKLYN COMMUNITY DISTRICT 12,425 E 9 St,BK,11218,-73.96936273,40.63822653,Elementary School - Private/Parochial
YESHIVA TORAS EMES KAMENITZ,BROOKLYN COMMUNITY DISTRICT 14,1904 Ave N,BK,11230,-73.95543727,40.61577234,Elementary School - Private/Parochial
